"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030136","GO:0030136","clathrin-coated vesicle","31/4489","123/28618",0.252032520325203,1.60674240736615,2.90863863296932,0.00420713839766695,0.0161911083789001,0.00925973044462582,"Ap1b1/Ap1g1/Ap1g2/Ap1s1/Ap1s2/Ap2a2/Clta/Cltb/Dnm2/Ece1/Edn1/Furin/Gad2/Hax1/Hip1/Igf2r/Lmbrd1/Lrp1/Necap1/Necap2/Numb/Orai1/Rab13/Scamp1/Sgip1/Slc17a8/Snx18/Sort1/Ston1/Ston2/Tbc1d5",31
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex","25/4489","94/28618",0.265957446808511,1.69551575245399,2.91328435276055,0.0045704919641972,0.0174676820587752,0.00998980573605878,"Actr5/Actr8/Arid1a/Bcl7c/Bicral/Brd9/Cdk2ap1/Cecr2/Cfdp1/Chd3/Chd4/Ddx21/Ercc6/Hmgxb4/Ing3/Mbd3/Mta2/Myo1c/Nfrkb/Phf10/Rbbp4/Rbbp7/Sf3b1/Smarcc1/Smarcd1",25
"GO:1904949","GO:1904949","ATPase complex","36/4489","149/28618",0.241610738255034,1.54030209565216,2.85207454653262,0.00458469345374678,0.0174676820587752,0.00998980573605878,"Actr5/Actr8/Arid1a/Atp6v0a2/Atp6v0a4/Atp6v0b/Atp6v0c/Atp6v0d1/Atp6v0d2/Atp6v1e1/Atp6v1f/Atp6v1h/Bcl7c/Bicral/Brd9/Cdk2ap1/Cecr2/Cfdp1/Chd3/Chd4/Ddx21/Ercc6/Hmgxb4/Ing3/Mbd3/Mta2/Myo1c/Nfrkb/Phf10/Rbbp4/Rbbp7/Sf3b1/Smarcc1/Smarcd1/Spaar/Vps4b",36
"GO:0030130","GO:0030130","clathrin coat of trans-Golgi network vesicle","7/4489","15/28618",0.466666666666667,2.97506497363927,3.30018599073803,0.00465885987444564,0.0174879370656531,0.010001389618981,"Ap1b1/Ap1g1/Ap1g2/Ap1s1/Ap1s2/Clta/Cltb",7
"GO:0035859","GO:0035859","Seh1-associated complex","7/4489","15/28618",0.466666666666667,2.97506497363927,3.30018599073803,0.00465885987444564,0.0174879370656531,0.010001389618981,"Depdc5/Mios/Nprl3/Sesn1/Sesn2/Sesn3/Wdr59",7
"GO:0098888","GO:0098888","extrinsic component of presynaptic membrane","7/4489","15/28618",0.466666666666667,2.97506497363927,3.30018599073803,0.00465885987444564,0.0174879370656531,0.010001389618981,"Ctbp1/Ctnna2/Cyth1/Dgki/Dnajc6/Snap25/Stxbp1",7
"GO:0001917","GO:0001917","photoreceptor inner segment","18/4489","61/28618",0.295081967213115,1.8811886250178,2.97162977912363,0.00468618039295046,0.0175042620560208,0.0100107259168292,"Arr3/Asrgl1/Cdh23/Cerkl/Dnm2/Dram2/Hkdc1/Hspa8/Kif17/Kifap3/Myo3a/Phlpp2/Rapgef4/Sag/Sptbn2/Stx3/Tulp1/Whrn",18
"GO:0030863","GO:0030863","cortical cytoskeleton","30/4489","119/28618",0.252100840336134,1.60717795694798,2.86280560788086,0.00479064297855355,0.0178071704861356,0.0101839599133308,"Actn1/Actn2/Ank1/Capza1/Coro1a/Cttn/Dmtn/Dstn/Epb42/Erc2/Flot1/Iqgap1/Kncn/Lasp1/Med28/Mlph/Mpp1/Myh2/Myo1f/Pclo/Pdlim2/Plekhh2/Rdx/Rims3/Shroom2/Shroom3/Sptbn2/Tmod1/Tpm4/Trpc4",30
"GO:0015030","GO:0015030","Cajal body","13/4489","39/28618",0.333333333333333,2.12504640974233,3.03246935057369,0.00496590690570295,0.0183690342822604,0.0105052910524324,"Angel2/Cdk2/Coil/Dkc1/Ell/Habp4/Isg20/Lsg1/Nolc1/Nop58/Snrpc/Toe1/Zpr1",13
"GO:1905369","GO:1905369","endopeptidase complex","23/4489","85/28618",0.270588235294118,1.72503767379084,2.88744360682511,0.00506507243263823,0.0186453390998567,0.0106633103845015,"Capn2/Casp9/Cradd/Mbl2/Pigu/Plau/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmb9/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9/Ubr1/Usp14",23
"GO:0000932","GO:0000932","P-body","24/4489","90/28618",0.266666666666667,1.70003712779387,2.86895580909379,0.00519605717638216,0.0189444764038431,0.0108343876656873,"Ajuba/Apobec3/Btbd1/Cnot8/Cnot9/Dcp1a/Dcp1b/Igf2bp2/Igf2bp3/Limd1/Lin28a/Lsm1/Lsm3/Nbdy/Noct/Patl2/Pnrc2/Psma4/Psma6/Sqstm1/Trim12a/Trim12c/Ythdf1/Zc3h12d",24
"GO:0005788","GO:0005788","endoplasmic reticulum lumen","24/4489","90/28618",0.266666666666667,1.70003712779387,2.86895580909379,0.00519605717638216,0.0189444764038431,0.0108343876656873,"Casq1/Cd4/Clu/Dnajc1/Edn1/Erlec1/Erp44/Foxred2/Furin/H6pd/Hspa5/Il12b/Jmjd8/Minpp1/Pcsk2/Pdia4/Poglut1/Ptprn2/Rdh16/Slc27a2/Tor3a/Txndc16/Vtn/Wnt3",24
"GO:0016591","GO:0016591","RNA polymerase II, holoenzyme","20/4489","71/28618",0.28169014084507,1.79581386738789,2.89586046745123,0.00531380412392634,0.0191901362200563,0.0109748810541557,"Ctr9/Eny2/Ercc2/Gtf2a1/Gtf2a1l/Gtf2b/Gtf2e1/Kat2a/Mnat1/Paf1/Polr2c/Polr2f/Polr2j/Psmc5/Taf1/Taf12/Taf5l/Taf9/Tbpl1/Usp22",20
"GO:0032421","GO:0032421","stereocilium bundle","20/4489","71/28618",0.28169014084507,1.79581386738789,2.89586046745123,0.00531380412392634,0.0191901362200563,0.0109748810541557,"Ankrd24/Atp8b1/Cdc14a/Cdh23/Coro1a/Eps8/Espnl/Homer2/Ift88/Kncn/Mkks/Myo1c/Myo3a/Pcdh15/Rdx/Ripor2/Tiam1/Tmc1/Triobp/Whrn",20
"GO:0012510","GO:0012510","trans-Golgi network transport vesicle membrane","8/4489","19/28618",0.421052631578947,2.68426914914821,3.16759802181563,0.00539920250998328,0.0194065675122984,0.0110986585855664,"Ap1b1/Ap1g1/Ap1g2/Ap1s1/Ap1s2/Clta/Cltb/Furin",8
"GO:0005891","GO:0005891","voltage-gated calcium channel complex","14/4489","44/28618",0.318181818181818,2.02845339111768,2.94471063822326,0.00578553117913644,0.020697534077474,0.0118369651997158,"C2cd6/Cacna1c/Cacna1e/Cacna1g/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Catsper2/Catsper3/Catsperg1/Catsperg2/Catsperz",14
"GO:0031672","GO:0031672","A band","13/4489","40/28618",0.325,2.07192024949877,2.92613088206757,0.00631850882816702,0.0223346472833592,0.0127732338379758,"Ank1/Cryab/Dst/Hdac4/Klhl41/Mybpc1/Mybph/Myh2/Myl4/Myom1/Ppp1r12b/Rpl7/Ttn",13
