GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.1.G.1,Test.2.G,Test.2.G.1,Test.3.G,Test.3.G.1,change,label
Socs1,3,440,-7.196397213,-7.233146868,0,0,0,TRUE,1,1,1,438,1,1,Down,NA
Socs5,56,922,-4.041268018,-4.078017673,0,0,0,TRUE,13,1,42,920,1,1,Down,NA
Sorcs1,30,135,-2.169925001,-2.206674656,0,0,0,TRUE,16,133,1,1,13,1,Down,NA
Sp140,102,574,-2.492481585,-2.52923124,0,0,0,TRUE,69,1,32,572,1,1,Down,NA
Sp4,3,155,-5.691161905,-5.727911559,0,0,0,TRUE,1,1,1,153,1,1,Down,NA
Sp8,42,539,-3.68182404,-3.718573695,0,0,0,TRUE,40,1,1,1,1,537,Down,NA
Spc25,10,56,-2.485426827,-2.522176482,1.50E-09,8.39E-09,8.39E-09,TRUE,1,1,8,54,1,1,Down,NA
Spdl1,50,8634,-7.431957188,-7.468706842,0,0,0,TRUE,7,1,42,20,1,8613,Down,NA
Speer5.ps1,83,1970,-4.568940483,-4.605690138,0,0,0,TRUE,44,1,38,1,1,1968,Down,NA
Speer9.ps1,3,45,-3.906890596,-3.94364025,1.80E-11,1.09E-10,1.09E-10,TRUE,1,1,1,1,1,43,Down,NA
Spg11,35,949,-4.76098126,-4.797730915,0,0,0,TRUE,9,258,25,9,1,682,Down,NA
Spink10,17,243,-3.837349662,-3.874099317,0,0,0,TRUE,5,1,11,241,1,1,Down,NA
Spns3,7,65,-3.215012891,-3.251762546,9.96E-14,6.55E-13,6.55E-13,TRUE,1,1,5,63,1,1,Down,NA
Spock3,25,226,-3.176322773,-3.213072427,0,0,0,TRUE,17,213,7,12,1,1,Down,NA
Spsb3,3,36,-3.584962501,-3.621712156,6.24E-09,3.39E-08,3.39E-08,TRUE,1,1,1,34,1,1,Down,NA
Sptan1,1034,4621,-2.159968904,-2.196718559,0,0,0,TRUE,988,1,45,39,1,4581,Down,NA
Ssh1,805,3559,-2.144411245,-2.181160899,0,0,0,TRUE,403,1,269,1,133,3557,Down,NA
Ssr3,739,12933,-4.129338794,-4.166088449,0,0,0,TRUE,450,12931,223,1,66,1,Down,NA
St3gal6,129,2564,-4.312953291,-4.349702946,0,0,0,TRUE,23,2562,29,1,77,1,Down,NA
St8sia6,42,1823,-5.439781423,-5.476531078,0,0,0,TRUE,26,1,15,6,1,1816,Down,NA
Stat1,48,227,-2.241585987,-2.278335641,0,0,0,TRUE,17,1,16,225,15,1,Down,NA
Stk31,16,97,-2.599912842,-2.636662497,3.33E-16,2.38E-15,2.37E-15,TRUE,5,1,10,95,1,1,Down,NA
Strada,32,194,-2.599912842,-2.636662497,0,0,0,TRUE,19,1,12,1,1,192,Down,NA
Stx12,444,3066,-2.787726115,-2.82447577,0,0,0,TRUE,168,1,11,1,265,3064,Down,NA
Sulf2,281,6086,-4.436852298,-4.473601953,0,0,0,TRUE,165,6084,115,1,1,1,Down,NA
Svep1,746,3071,-2.041460977,-2.078210632,0,0,0,TRUE,269,1,276,26,201,3044,Down,NA
Syf2,24,473,-4.300733873,-4.337483527,0,0,0,TRUE,14,1,9,471,1,1,Down,NA
Taar7c.ps,3,97,-5.014950341,-5.051699996,0,0,0,TRUE,1,1,1,95,1,1,Down,NA
Tat,15,253,-4.076102979,-4.112852634,0,0,0,TRUE,1,1,13,1,1,251,Down,NA
Tbc1d23,269,3911,-3.861859458,-3.898609113,0,0,0,TRUE,128,2919,121,987,20,5,Down,NA
Tbrg1,197,1746,-3.147786024,-3.184535679,0,0,0,TRUE,56,1,140,1744,1,1,Down,NA
Tcl1b1,18,87,-2.273018494,-2.309768149,8.67E-13,5.54E-12,5.54E-12,TRUE,7,85,10,1,1,1,Down,NA
Telo2,3,59,-4.297680549,-4.334430203,1.67E-15,1.16E-14,1.16E-14,TRUE,1,1,1,57,1,1,Down,NA
Tex10,1323,14186,-3.422582886,-3.459332541,0,0,0,TRUE,385,14176,155,5,783,5,Down,NA
Tfap2d,218,885,-2.02134932,-2.058098975,0,0,0,TRUE,81,1,136,883,1,1,Down,NA
Tfdp2,104,637,-2.614709844,-2.651459499,0,0,0,TRUE,40,1,63,91,1,545,Down,NA
Thbs1,15,111,-2.887525271,-2.924274926,0,0,0,TRUE,2,1,12,109,1,1,Down,NA
Thoc7,1164,21246,-4.190028286,-4.226777941,0,0,0,TRUE,161,1,1002,21239,1,6,Down,NA
Thrap3,2741,11170,-2.026854953,-2.063604607,0,0,0,TRUE,222,11,2486,74,33,11085,Down,NA
Timm50,16,200,-3.64385619,-3.680605845,0,0,0,TRUE,1,1,14,1,1,198,Down,NA
Tjp1,84,575,-2.775100723,-2.811850378,0,0,0,TRUE,68,23,15,1,1,551,Down,NA
Tkt,63,956,-3.923586884,-3.960336539,0,0,0,TRUE,59,1,3,1,1,954,Down,NA
Tmem108,54,283,-2.389770741,-2.426520395,0,0,0,TRUE,16,9,31,11,7,263,Down,NA
Tmem154,44,731,-4.054295977,-4.091045632,0,0,0,TRUE,22,711,21,1,1,19,Down,NA
Tmem181a,188,1097,-2.544758959,-2.581508614,0,0,0,TRUE,36,54,127,913,25,130,Down,NA
Tmem181b.ps,496,4273,-3.106837291,-3.143586946,0,0,0,TRUE,273,48,211,1132,12,3093,Down,NA
Tmem184c,89,815,-3.194922818,-3.231672473,0,0,0,TRUE,50,800,38,14,1,1,Down,NA
Tmem201,502,3110,-2.631155311,-2.667904966,0,0,0,TRUE,152,1,349,1,1,3108,Down,NA
Tmem243,28,476,-4.087462841,-4.124212496,0,0,0,TRUE,11,1,16,474,1,1,Down,NA
Tmem67,25,121,-2.275007047,-2.311756702,0,0,0,TRUE,7,1,17,1,1,119,Down,NA
Tmem68,3,37,-3.624490865,-3.66124052,3.27E-09,1.80E-08,1.80E-08,TRUE,1,35,1,1,1,1,Down,NA
Tmprss11f,151,8584,-5.829029621,-5.865779276,0,0,0,TRUE,99,8498,51,7,1,79,Down,NA
Tmprss5,3,35,-3.544320516,-3.581070171,1.19E-08,6.37E-08,6.36E-08,TRUE,1,33,1,1,1,1,Down,NA
Tnks,1578,11326,-2.843469324,-2.880218979,0,0,0,TRUE,725,8036,783,3204,70,86,Down,NA
Tnnt3,5,25,-2.321928095,-2.35867775,0.000103625,0.000435064,0.000435013,TRUE,1,1,3,1,1,23,Down,NA
Tpt1.ps4,14,61,-2.123382416,-2.16013207,9.32E-09,5.01E-08,5.01E-08,TRUE,5,1,8,59,1,1,Down,NA
Tpt1.ps5,12,172,-3.841302254,-3.878051909,0,0,0,TRUE,10,1,1,170,1,1,Down,NA
Traj43,19,150,-2.980891177,-3.017640832,0,0,0,TRUE,7,1,11,1,1,148,Down,NA
Tram2,3,61,-4.345774837,-4.382524492,4.44E-16,3.16E-15,3.16E-15,TRUE,1,1,1,59,1,1,Down,NA
Trappc13,320,2077,-2.698357406,-2.735107061,0,0,0,TRUE,146,1,11,2075,163,1,Down,NA
Trav3d.2,3,137,-5.513069582,-5.549819237,0,0,0,TRUE,1,1,1,1,1,135,Down,NA
Trav3n.2,3,125,-5.380821784,-5.417571439,0,0,0,TRUE,1,1,1,1,1,123,Down,NA
Treml1,3,39,-3.700439718,-3.737189373,8.99E-10,5.07E-09,5.07E-09,TRUE,1,1,1,1,1,37,Down,NA
Trim14,3,170,-5.824428435,-5.86117809,0,0,0,TRUE,1,1,1,1,1,168,Down,NA
Trim26,19,94,-2.306661338,-2.343410993,6.48E-14,4.29E-13,4.29E-13,TRUE,1,1,17,92,1,1,Down,NA
Trip12,1041,4827,-2.213156758,-2.249906413,0,0,0,TRUE,846,33,186,4756,9,38,Down,NA
Trmt11,3,42,-3.807354922,-3.844104577,1.28E-10,7.49E-10,7.49E-10,TRUE,1,1,1,40,1,1,Down,NA
Trpc1,190,1123,-2.563286604,-2.600036259,0,0,0,TRUE,158,1,31,1106,1,16,Down,Trpc1
Trpc3,14,59,-2.075288127,-2.112037782,2.59E-08,1.37E-07,1.37E-07,TRUE,6,1,7,1,1,57,Down,Trpc3
Trrap,1639,12951,-2.982175739,-3.018925394,0,0,0,TRUE,1253,12926,385,24,1,1,Down,NA
Tsc22d2,1038,9996,-3.267544458,-3.304294113,0,0,0,TRUE,967,9,58,128,13,9859,Down,NA
Tsn,643,6531,-3.344413266,-3.38116292,0,0,0,TRUE,452,1517,190,3607,1,1407,Down,NA
Tspan10,3,37,-3.624490865,-3.66124052,3.27E-09,1.80E-08,1.80E-08,TRUE,1,35,1,1,1,1,Down,NA
Tspan2,153,2294,-3.906261833,-3.943011488,0,0,0,TRUE,140,2292,8,1,5,1,Down,NA
Ttc21b,12,64,-2.415037499,-2.451787154,2.07E-10,1.20E-09,1.20E-09,TRUE,6,1,5,4,1,59,Down,NA
Ttll4,6,38,-2.662965013,-2.699714668,2.29E-07,1.15E-06,1.15E-06,TRUE,1,1,4,36,1,1,Down,NA
Txndc2,3,34,-3.502500341,-3.539249995,2.25E-08,1.19E-07,1.19E-07,TRUE,1,1,1,1,1,32,Down,NA
Tyro3,17,116,-2.770518154,-2.807267809,0,0,0,TRUE,11,1,1,1,5,114,Down,NA
U2af1,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,1,1,61,1,1,Down,NA
Ube2r2,51,759,-3.895530733,-3.932280388,0,0,0,TRUE,45,1,5,3,1,755,Down,NA
Ubox5,3,740,-7.94641896,-7.983168615,0,0,0,TRUE,1,1,1,1,1,738,Down,NA
Ubqln4,7,35,-2.321928095,-2.35867775,4.37E-06,2.01E-05,2.01E-05,TRUE,1,1,5,33,1,1,Down,NA
Ubxn10,3,30,-3.321928095,-3.35867775,2.87E-07,1.43E-06,1.43E-06,TRUE,1,1,1,1,1,28,Down,NA
Ucp2,11,63,-2.517848305,-2.55459796,1.06E-10,6.21E-10,6.21E-10,TRUE,1,61,9,1,1,1,Down,NA
Ugp2,6227,54415,-3.127395214,-3.164144869,0,0,0,TRUE,3099,54253,3075,111,53,51,Down,NA
Upp1,3,46,-3.938599455,-3.97534911,9.35E-12,5.75E-11,5.75E-11,TRUE,1,1,1,1,1,44,Down,NA
Urm1,137,1013,-2.886386376,-2.923136031,0,0,0,TRUE,97,1,39,1006,1,6,Down,NA
Uroc1,20,360,-4.169925001,-4.206674656,0,0,0,TRUE,1,1,18,1,1,358,Down,NA
Ush2a,719,9061,-3.655606604,-3.692356258,0,0,0,TRUE,378,1,276,1,65,9059,Down,NA
Usp18,3,43,-3.841302254,-3.878051909,6.66E-11,3.95E-10,3.95E-10,TRUE,1,1,1,41,1,1,Down,NA
Usp29,126,1056,-3.067114196,-3.103863851,0,0,0,TRUE,49,149,76,1,1,906,Down,NA
Usp45,563,3461,-2.619982114,-2.656731769,0,0,0,TRUE,420,2642,142,815,1,4,Down,NA
Utp18,27,1160,-5.425021588,-5.461771243,0,0,0,TRUE,7,1158,19,1,1,1,Down,NA
Uts2b,3,120,-5.321928095,-5.35867775,0,0,0,TRUE,1,115,1,4,1,1,Down,NA
Vezt,278,1211,-2.123042077,-2.159791732,0,0,0,TRUE,224,48,49,1153,5,10,Down,NA
Vkorc1l1,23,744,-5.015596855,-5.05234651,0,0,0,TRUE,15,740,7,3,1,1,Down,NA
Vmn1r180,3,31,-3.36923381,-3.405983464,1.52E-07,7.73E-07,7.73E-07,TRUE,1,1,1,29,1,1,Down,NA
Vmn1r181,115,3610,-4.972293071,-5.009042726,0,0,0,TRUE,30,1,84,1,1,3608,Down,NA
Vmn1r185,92,868,-3.237989276,-3.274738931,0,0,0,TRUE,67,1,24,866,1,1,Down,NA
Vmn1r227,23,113,-2.296617006,-2.333366661,2.22E-16,1.59E-15,1.59E-15,TRUE,8,1,9,110,6,2,Down,NA
Vmn1r239.ps,9,176,-4.289506617,-4.326256272,0,0,0,TRUE,5,1,3,174,1,1,Down,NA
Vmn1r32,3,22,-2.874469118,-2.911218773,4.16E-05,0.000177974,0.000177932,TRUE,1,1,1,20,1,1,Down,NA
Vmn1r41,3,59,-4.297680549,-4.334430203,1.67E-15,1.16E-14,1.16E-14,TRUE,1,1,1,57,1,1,Down,NA
Vmn1r76,3,108,-5.169925001,-5.206674656,0,0,0,TRUE,1,1,1,106,1,1,Down,NA
Vmn1r87,3,70,-4.544320516,-4.581070171,0,0,0,TRUE,1,68,1,1,1,1,Down,NA
Vmn2r36,3,38,-3.662965013,-3.699714668,1.72E-09,9.59E-09,9.59E-09,TRUE,1,1,1,36,1,1,Down,NA
Vmn2r66,9,66,-2.874469118,-2.911218773,1.26E-12,7.95E-12,7.95E-12,TRUE,7,1,1,64,1,1,Down,NA
Vps50,3,36,-3.584962501,-3.621712156,6.24E-09,3.39E-08,3.39E-08,TRUE,1,11,1,24,1,1,Down,NA
Vps54,637,5759,-3.176453044,-3.213202699,0,0,0,TRUE,237,5755,399,2,1,2,Down,NA
Vsig10,27,558,-4.36923381,-4.405983464,0,0,0,TRUE,10,1,16,6,1,551,Down,NA
Vwc2l,3,59,-4.297680549,-4.334430203,1.67E-15,1.16E-14,1.16E-14,TRUE,1,57,1,1,1,1,Down,NA
Wdr35,26,143,-2.459431619,-2.496181273,0,0,0,TRUE,10,1,15,8,1,134,Down,NA
Wdr36,60,647,-3.430731306,-3.467480961,0,0,0,TRUE,26,1,33,9,1,637,Down,NA
Wdr5,32,2085,-6.025831668,-6.062581323,0,0,0,TRUE,30,1,1,1,1,2083,Down,NA
Wincr1,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,1,1,23,1,1,Down,NA
Wiz,47,243,-2.370223652,-2.406973307,0,0,0,TRUE,1,1,45,241,1,1,Down,NA
Wwp2,14,66,-2.237039197,-2.273788852,6.91E-10,3.91E-09,3.91E-09,TRUE,9,1,4,64,1,1,Down,NA
X0610009E02Rik,3,251,-6.386581053,-6.423330708,0,0,0,TRUE,1,1,1,249,1,1,Down,NA
X1.Mar,3,62,-4.36923381,-4.405983464,2.22E-16,1.59E-15,1.59E-15,TRUE,1,1,1,60,1,1,Down,NA
X1110034G24Rik,3,26,-3.115477217,-3.152226872,3.53E-06,1.66E-05,1.65E-05,TRUE,1,1,1,24,1,1,Down,NA
X1700001D01Rik,3,292,-6.604862058,-6.641611713,0,0,0,TRUE,1,1,1,1,1,290,Down,NA
X1700001G01Rik,55,1086,-4.303448674,-4.340198329,0,0,0,TRUE,39,1,10,1067,6,18,Down,NA
X1700011I03Rik,5,27,-2.432959407,-2.469709062,3.38E-05,0.000147784,0.000147772,TRUE,3,25,1,1,1,1,Down,NA
X1700023F02Rik,3,90,-4.906890596,-4.94364025,0,0,0,TRUE,1,88,1,1,1,1,Down,NA
X1700026D11Rik,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,1,1,61,1,1,Down,NA
X1700028B04Rik,4,462,-6.851749041,-6.888498696,0,0,0,TRUE,2,1,1,1,1,460,Down,NA
X1700080G11Rik,44,210,-2.254813899,-2.291563554,0,0,0,TRUE,15,1,28,208,1,1,Down,NA
X1700097M23Rik,35,311,-3.151487753,-3.188237408,0,0,0,TRUE,17,1,17,1,1,309,Down,NA
X1700116B05Rik,11,74,-2.750021747,-2.786771402,2.05E-13,1.33E-12,1.33E-12,TRUE,1,72,9,1,1,1,Down,NA
X2010106E10Rik,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,1,1,23,1,1,Down,NA
X2210016F16Rik,60,275,-2.196397213,-2.233146868,0,0,0,TRUE,11,1,48,1,1,273,Down,NA
X2410018L13Rik,11,129,-3.551795637,-3.588545292,0,0,0,TRUE,1,1,9,1,1,127,Down,NA
X2410152P15Rik,3,56,-4.222392421,-4.259142076,1.27E-14,8.62E-14,8.62E-14,TRUE,1,1,1,1,1,54,Down,NA
X2610005L07Rik,554,2982,-2.428322376,-2.465072031,0,0,0,TRUE,307,7,246,25,1,2950,Down,NA
X2900045O20Rik,3,262,-6.448460501,-6.485210156,0,0,0,TRUE,1,260,1,1,1,1,Down,NA
X2900052N01Rik,3,55,-4.196397213,-4.233146868,2.45E-14,1.65E-13,1.65E-13,TRUE,1,53,1,1,1,1,Down,NA
X3110053B16Rik,3,37,-3.624490865,-3.66124052,3.27E-09,1.80E-08,1.80E-08,TRUE,1,1,1,35,1,1,Down,NA
X3110067C02Rik,3,161,-5.745954377,-5.782704032,0,0,0,TRUE,1,149,1,11,1,1,Down,NA
X4633401B06Rik,57,870,-3.931981577,-3.968731231,0,0,0,TRUE,17,1,39,868,1,1,Down,NA
X4833412K13Rik,3,51,-4.087462841,-4.124212496,3.48E-13,2.24E-12,2.24E-12,TRUE,1,1,1,1,1,49,Down,NA
X4930403D09Rik,6,59,-3.297680549,-3.334430203,7.34E-13,4.70E-12,4.70E-12,TRUE,1,1,4,57,1,1,Down,NA
X4930428D20Rik,26,1350,-5.698303974,-5.735053629,0,0,0,TRUE,17,1,8,1,1,1348,Down,NA
X4930453O03Rik,11,222,-4.334984248,-4.371733903,0,0,0,TRUE,9,1,1,1,1,220,Down,NA
X4930471C04Rik,3,30,-3.321928095,-3.35867775,2.87E-07,1.43E-06,1.43E-06,TRUE,1,1,1,1,1,28,Down,NA
X4930480K15Rik,20,91,-2.185866545,-2.2226162,9.26E-13,5.92E-12,5.92E-12,TRUE,14,1,5,89,1,1,Down,NA
X4930503O07Rik,3,28,-3.222392421,-3.259142076,1.01E-06,4.90E-06,4.90E-06,TRUE,1,1,1,26,1,1,Down,NA
X4930528H21Rik,19,109,-2.520256811,-2.557006466,0,0,0,TRUE,6,1,12,1,1,107,Down,NA
X4930542C16Rik,7,33,-2.237039197,-2.273788852,1.29E-05,5.76E-05,5.76E-05,TRUE,1,1,5,1,1,31,Down,NA
X4930568G15Rik,11,92,-3.064130337,-3.100879992,0,0,0,TRUE,5,1,5,1,1,90,Down,NA
X4931406P16Rik,135,812,-2.58852032,-2.625269975,0,0,0,TRUE,95,1,39,1,1,810,Down,NA
X4933406C10Rik,5,489,-6.61176256,-6.648512215,0,0,0,TRUE,2,487,2,1,1,1,Down,NA
X4933430H16Rik,7,41,-2.550197083,-2.586946737,1.54E-07,7.82E-07,7.81E-07,TRUE,5,39,1,1,1,1,Down,NA
X4933431C10Rik,3,67,-4.48112669,-4.517876345,0,0,0,TRUE,1,1,1,65,1,1,Down,NA
X5.Mar,10,805,-6.330916878,-6.367666533,0,0,0,TRUE,8,16,1,1,1,788,Down,NA
X5330409N07Rik,156,727,-2.220409335,-2.25715899,0,0,0,TRUE,73,725,82,1,1,1,Down,NA
X5430425K12Rik,7,91,-3.700439718,-3.737189373,0,0,0,TRUE,5,1,1,89,1,1,Down,NA
X5430427N15Rik,3,196,-6.029747343,-6.066496998,0,0,0,TRUE,1,1,1,1,1,194,Down,NA
X6030443J06Rik,83,412,-2.311461096,-2.348210751,0,0,0,TRUE,28,1,54,67,1,344,Down,NA
X6330411D24Rik,3,110,-5.196397213,-5.233146868,0,0,0,TRUE,1,1,1,108,1,1,Down,NA
X9330162B11Rik,8,33,-2.044394119,-2.081143774,3.72E-05,0.000162329,0.000162329,TRUE,6,1,1,31,1,1,Down,NA
X9630002D21Rik,3,24,-3,-3.036749655,1.22E-05,5.44E-05,5.44E-05,TRUE,1,1,1,22,1,1,Down,NA
Xlr3d.ps,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,23,1,1,1,1,Down,NA
Xlr3e.ps,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,18,1,1,Down,NA
Xpc,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,8,1,11,Down,NA
Yipf7,26,188,-2.854149134,-2.890898788,0,0,0,TRUE,16,1,9,186,1,1,Down,NA
Ythdf3,7,30,-2.099535674,-2.136285328,6.36E-05,0.000271587,0.000271587,TRUE,1,11,1,18,5,1,Down,NA
Zbtb18,313,1957,-2.644409194,-2.681158848,0,0,0,TRUE,68,216,183,1620,62,121,Down,NA
Zbtb2,12,65,-2.437405312,-2.474154967,1.20E-10,7.02E-10,7.02E-10,TRUE,5,55,6,9,1,1,Down,NA
Zbtb38,238,2195,-3.205187461,-3.241937116,0,0,0,TRUE,190,1,47,2193,1,1,Down,NA
Zbtb39,3,160,-5.736965594,-5.773715249,0,0,0,TRUE,1,1,1,158,1,1,Down,NA
Zbtb4,1081,9375,-3.116452167,-3.153201822,0,0,0,TRUE,513,70,551,8895,17,410,Down,NA
Zbtb45,3,82,-4.772589504,-4.809339159,0,0,0,TRUE,1,80,1,1,1,1,Down,NA
Zbtb7c,13,870,-6.064431873,-6.101181527,0,0,0,TRUE,11,1,1,1,1,868,Down,NA
Zfp119a,15,67,-2.159198595,-2.19594825,1.19E-09,6.72E-09,6.72E-09,TRUE,13,1,1,65,1,1,Down,NA
Zfp142,130,10844,-6.382241585,-6.41899124,0,0,0,TRUE,109,53,20,103,1,10688,Down,NA
Zfp143,192,843,-2.13442632,-2.171175975,0,0,0,TRUE,57,1,134,841,1,1,Down,NA
Zfp248,25,115,-2.201633861,-2.238383516,7.77E-16,5.48E-15,5.47E-15,TRUE,14,113,10,1,1,1,Down,NA
Zfp276,3,92,-4.938599455,-4.97534911,0,0,0,TRUE,1,1,1,90,1,1,Down,NA
Zfp383,30,256,-3.093109404,-3.129859059,0,0,0,TRUE,16,1,13,254,1,1,Down,NA
Zfp458,51,234,-2.197939378,-2.234689032,0,0,0,TRUE,33,1,17,232,1,1,Down,NA
Zfp52,3,27,-3.169925001,-3.206674656,1.89E-06,9.03E-06,9.02E-06,TRUE,1,1,1,25,1,1,Down,NA
Zfp609,216,1021,-2.240879649,-2.277629304,0,0,0,TRUE,104,53,111,967,1,1,Down,NA
Zfp780b,184,2579,-3.809034102,-3.845783757,0,0,0,TRUE,173,1,10,2577,1,1,Down,NA
Zfp871,59,550,-3.220644759,-3.257394414,0,0,0,TRUE,37,22,21,527,1,1,Down,NA
Zfp92,7,129,-4.203872333,-4.240621988,0,0,0,TRUE,5,1,1,127,1,1,Down,NA
Zfp942,3,45,-3.906890596,-3.94364025,1.80E-11,1.09E-10,1.09E-10,TRUE,1,1,1,43,1,1,Down,NA
Zfp961,3,27,-3.169925001,-3.206674656,1.89E-06,9.03E-06,9.02E-06,TRUE,1,1,1,25,1,1,Down,NA
Zfyve28,3,54,-4.169925001,-4.206674656,4.77E-14,3.18E-13,3.18E-13,TRUE,1,1,1,52,1,1,Down,NA
Zg16,15,338,-4.493988841,-4.530738495,0,0,0,TRUE,1,336,13,1,1,1,Down,NA
Zim2,6,27,-2.169925001,-2.206674656,0.000107808,0.000452131,0.000452113,TRUE,4,1,1,1,1,25,Down,NA
Zkscan5,44,261,-2.568474378,-2.605224033,0,0,0,TRUE,1,1,42,259,1,1,Down,NA
Zmynd12,216,1012,-2.228106073,-2.264855727,0,0,0,TRUE,102,42,110,969,4,1,Down,NA
Zpld1,41,264,-2.686842115,-2.72359177,0,0,0,TRUE,39,1,1,1,1,262,Down,NA
Zw10,6,47,-2.969626351,-3.006376006,1.13E-09,6.36E-09,6.36E-09,TRUE,4,1,1,45,1,1,Down,NA
Zxdc,390,32095,-6.362730627,-6.399480282,0,0,0,TRUE,313,32093,76,1,1,1,Down,NA
